vx,vy,vz,rmse_xy,rmse_threshold
0,0,0,0.015864411,0.05
0,0,0,0.012925894,0.05
0,0,0,0.017611436,0.05
0,0,0,0.011918103,0.05
0,0,0,0.011694279,0.05
0,0,0,0.009112457,0.05
0,0,0,0.018364051,0.05
0,0,0,0.013004987,0.05
0,0,0,0.013122472,0.05
0,0,0,0.009557702,0.05
0,0,0,0.013091728,0.05
0,0,0,0.0088993,0.05
0,0,0,0.011618155,0.05
0,0,0,0.010205664,0.05
0,0,0,0.013009157,0.05
0,0,0,0.01236371,0.05
0,0,0,0.013868963,0.05
0,0,0,0.014109078,0.05
0,0,0,0.012587689,0.05
0,0,0,0.015977187,0.05
0,0,0,0.012978822,0.05
0,0,0,0.016537417,0.05
0,0,0,0.008263117,0.05
0,0,0,0.017069439,0.05
0,0,0,0.012606185,0.05
0,0,0,0.009613175,0.05
0,0,0,0.010486646,0.05
0,0,0,0.012415946,0.05
0,0,0,0.013750061,0.05
0,0,0,0.01063881,0.05
0,0,0,0.009115192,0.05
0,0,0,0.012406917,0.05
0,0,0,0.012812167,0.05
0,0,0,0.008918339,0.05
0,0,0,0.013427647,0.05
0,0,0,0.016904371,0.05
0,0,0,0.011752874,0.05
0,0,0,0.015181804,0.05
0,0,0,0.014785638,0.05
0,0,0,0.009790502,0.05
0,0,0,0.013552691,0.05
0,0,0,0.01821062,0.05
0,0,0,0.015933665,0.05
0,0,0,0.01501057,0.05
0,0,0,0.016665344,0.05
0,0,0,0.013808929,0.05
0,0,0,0.013371867,0.05
0,0,0,0.011055114,0.05
0,0,0,0.011055114,0.05
0,0,0,0.013002117,0.05
0,0,0,0.013490611,0.05
0,0,0,0.015475648,0.05
0,0,0,0.010454371,0.05
0,0,0,0.013226824,0.05
0,0,0,0.01465654,0.05
0,0,0,0.012969099,0.05
0,0,0,0.014116314,0.05
0,0,0,0.008503208,0.05
0,0,0,0.01609055,0.05
0,0,0,0.009084864,0.05
0,0,0,0.009651194,0.05
0,0,0,0.013632393,0.05
0,0,0,0.010542059,0.05
0,0,0,0.01376116,0.05
0,0,0,0.007904058,0.05
0,0,0,0.01486207,0.05
0,0,0,0.015096191,0.05
0,0,0,0.012974163,0.05
0,0,0,0.019926424,0.05
0,0,0,0.009015339,0.05
0,0,0,0.014500301,0.05
0,0,0,0.009534044,0.05
0,0,0,0.012990502,0.05
0,0,0,0.016004307,0.05
0,0,0,0.016004307,0.05
0,0,0,0.01427438,0.05
0,0,0,0.010172906,0.05
0,0,0,0.015603828,0.05
0,0,0,0.010619315,0.05
0,0,0,0.013905463,0.05
0,0,0,0.014870427,0.05
0,0,0,0.016770609,0.05
0,0,0,0.007225008,0.05
0,0,0,0.016592884,0.05
0,0,0,0.009305675,0.05
0,0,0,0.016650688,0.05
0,0,0,0.012562201,0.05
0,0,0,0.01224898,0.05
0,0,0,0.015818713,0.05
0,0,0,0.013253176,0.05
0,0,0,0.010256064,0.05
0,0,0,0.00836572,0.05
0,0,0,0.01791547,0.05
0,0,0,0.017693252,0.05
0,0,0,0.011208605,0.05
0,0,0,0.010807771,0.05
0,0,0,0.012331457,0.05
0,0,0,0.010596344,0.05
0,0,0,0.013279071,0.05
0,0,0,0.008988328,0.05
0,0,0,0.010770752,0.05
0,0,0,0.008408958,0.05
0,0,0,0.018065639,0.05
0,0,0,0.016461064,0.05
0,0,0,0.015590339,0.05
0,0,0,0.013648767,0.05
0,0,0,0.013648767,0.05
0,0,0,0.01530601,0.05
0,0,0,0.010271525,0.05
0,0,0,0.011910197,0.05
0,0,0,0.014592183,0.05
0,0,0,0.013264837,0.05
0,0,0,0.011901502,0.05
0,0,0,0.014795892,0.05
0,0,0,0.018331127,0.05
0,0,0,0.010628997,0.05
0,0,0,0.012428715,0.05
0,0,0,0.01286819,0.05
0,0,0,0.012921501,0.05
0,0,0,0.01110694,0.05
0,0,0,0.015056603,0.05
0,0,0,0.014313142,0.05
0,0,0,0.01024558,0.05
0,0,0,0.012724599,0.05
0,0,0,0.009304903,0.05
0,0,0,0.010365541,0.05
0,0,0,0.013832441,0.05
0,0,0,0.011833594,0.05
0,0,0,0.011584344,0.05
0,0,0,0.012962812,0.05
0,0,0,0.017320736,0.05
0,0,0,0.00947335,0.05
0,0,0,0.011664234,0.05
0,0,0,0.010083908,0.05
0,0,0,0.012935335,0.05
0,0,0,0.012613229,0.05
0,0,0,0.010367239,0.05
0,0,0,0.00993175,0.05
0,0,0,0.012228783,0.05
0,0,0,0.016028483,0.05
0,0,0,0.011016289,0.05
