vx,vy,vz,rmse_xy,rmse_threshold
0,0,0,0.011783879,0.05
0,0,0,0.010276558,0.05
0,0,0,0.013747007,0.05
0,0,0,0.013585835,0.05
0,0,0,0.015469202,0.05
0,0,0,0.016013362,0.05
0,0,0,0.012260609,0.05
0,0,0,0.008734309,0.05
0,0,0,0.015966999,0.05
0,0,0,0.008725203,0.05
0,0,0,0.013315,0.05
0,0,0,0.01122592,0.05
0,0,0,0.011336357,0.05
0,0,0,0.01384378,0.05
0,0,0,0.012755976,0.05
0,0,0,0.014456527,0.05
0,0,0,0.012061173,0.05
0,0,0,0.016197962,0.05
0,0,0,0.009482834,0.05
0,0,0,0.015155288,0.05
0,0,0,0.014292781,0.05
0,0,0,0.009547747,0.05
0,0,0,0.012341704,0.05
0,0,0,0.016084558,0.05
0,0,0,0.01040867,0.05
0,0,0,0.016088526,0.05
0,0,0,0.014199115,0.05
0,0,0,0.013267246,0.05
0,0,0,0.015561674,0.05
0,0,0,0.0135605,0.05
0,0,0,0.013283651,0.05
0,0,0,0.009991859,0.05
0,0,0,0.009785021,0.05
0,0,0,0.01219963,0.05
0,0,0,0.011227814,0.05
0,0,0,0.014577,0.05
0,0,0,0.017620364,0.05
0,0,0,0.01595282,0.05
0,0,0,0.013266814,0.05
0,0,0,0.012784242,0.05
0,0,0,0.01551796,0.05
0,0,0,0.010868391,0.05
0,0,0,0.015583243,0.05
0,0,0,0.01150053,0.05
0,0,0,0.006834894,0.05
0,0,0,0.01312466,0.05
0,0,0,0.01453392,0.05
0,0,0,0.009256655,0.05
0,0,0,0.007480165,0.05
0,0,0,0.017404521,0.05
0,0,0,0.018994251,0.05
0,0,0,0.016318363,0.05
0,0,0,0.015588864,0.05
0,0,0,0.009286151,0.05
0,0,0,0.014885498,0.05
0,0,0,0.015198347,0.05
0,0,0,0.009418974,0.05
0,0,0,0.010386565,0.05
0,0,0,0.011759157,0.05
0,0,0,0.011759157,0.05
0,0,0,0.015281047,0.05
0,0,0,0.009607309,0.05
0,0,0,0.013714282,0.05
0,0,0,0.009809934,0.05
0,0,0,0.016571746,0.05
0,0,0,0.011237725,0.05
0,0,0,0.015090771,0.05
0,0,0,0.01194953,0.05
0,0,0,0.012333427,0.05
0,0,0,0.015420843,0.05
0,0,0,0.012272724,0.05
0,0,0,0.009027041,0.05
0,0,0,0.009027041,0.05
0,0,0,0.01588925,0.05
0,0,0,0.00937305,0.05
0,0,0,0.011237299,0.05
0,0,0,0.01225369,0.05
0,0,0,0.010019574,0.05
0,0,0,0.014813452,0.05
0,0,0,0.011537095,0.05
0,0,0,0.011338892,0.05
0,0,0,0.009232702,0.05
0,0,0,0.014640098,0.05
0,0,0,0.018221694,0.05
0,0,0,0.01176683,0.05
0,0,0,0.010537712,0.05
0,0,0,0.014232584,0.05
0,0,0,0.018938093,0.05
0,0,0,0.013485591,0.05
0,0,0,0.012334161,0.05
0,0,0,0.014708529,0.05
0,0,0,0.015142309,0.05
0,0,0,0.013202412,0.05
0,0,0,0.011802249,0.05
0,0,0,0.007870339,0.05
0,0,0,0.015866093,0.05
0,0,0,0.012022348,0.05
0,0,0,0.012815425,0.05
0,0,0,0.012974926,0.05
0,0,0,0.017588061,0.05
0,0,0,0.010551002,0.05
0,0,0,0.00647217,0.05
0,0,0,0.010245274,0.05
0,0,0,0.013445573,0.05
0,0,0,0.017255217,0.05
0,0,0,0.015725376,0.05
0,0,0,0.010747317,0.05
0,0,0,0.010948815,0.05
0,0,0,0.00992075,0.05
0,0,0,0.00710704,0.05
0,0,0,0.010906724,0.05
0,0,0,0.011711772,0.05
0,0,0,0.013704815,0.05
0,0,0,0.007360855,0.05
0,0,0,0.010926979,0.05
0,0,0,0.016560036,0.05
0,0,0,0.012141171,0.05
0,0,0,0.014886676,0.05
0,0,0,0.010549219,0.05
0,0,0,0.010016373,0.05
0,0,0,0.012224057,0.05
0,0,0,0.013537979,0.05
0,0,0,0.015563893,0.05
0,0,0,0.010724361,0.05
0,0,0,0.0123826,0.05
0,0,0,0.009343798,0.05
0,0,0,0.00846823,0.05
0,0,0,0.008798419,0.05
0,0,0,0.00927105,0.05
0,0,0,0.013863439,0.05
0,0,0,0.013862243,0.05
0,0,0,0.013207414,0.05
0,0,0,0.015012124,0.05
0,0,0,0.011655373,0.05
0,0,0,0.014500225,0.05
0,0,0,0.01766192,0.05
0,0,0,0.0073919,0.05
0,0,0,0.011477161,0.05
0,0,0,0.014204319,0.05
0,0,0,0.014619994,0.05
0,0,0,0.013681031,0.05
0,0,0,0.013492974,0.05
0,0,0,0.013878738,0.05
0,0,0,0.015488855,0.05
0,0,0,0.012763959,0.05
0,0,0,0.01578746,0.05
0,0,0,0.015863243,0.05
0,0,0,0.014161302,0.05
0,0,0,0.010323168,0.05
0,0,0,0.009625317,0.05
0,0,0,0.015147871,0.05
0,0,0,0.00816544,0.05
0,0,0,0.013228268,0.05
0,0,0,0.013041924,0.05
0,0,0,0.012119817,0.05
0,0,0,0.013500303,0.05
0,0,0,0.014688508,0.05
0,0,0,0.014166723,0.05
0,0,0,0.013674609,0.05
0,0,0,0.015803167,0.05
0,0,0,0.01673807,0.05
0,0,0,0.011745303,0.05
0,0,0,0.011936149,0.05
0,0,0,0.018918373,0.05
0,0,0,0.018918373,0.05
0,0,0,0.013627555,0.05
0,0,0,0.009155392,0.05
0,0,0,0.015805427,0.05
0,0,0,0.015075718,0.05
0,0,0,0.011723143,0.05
0,0,0,0.013601593,0.05
0,0,0,0.011175298,0.05
0,0,0,0.010804103,0.05
0,0,0,0.013094063,0.05
0,0,0,0.015154472,0.05
0,0,0,0.014732772,0.05
0,0,0,0.010862181,0.05
0,0,0,0.010109401,0.05
0,0,0,0.007852655,0.05
0,0,0,0.009681729,0.05
0,0,0,0.012792971,0.05
0,0,0,0.00940816,0.05
0,0,0,0.017427374,0.05
0,0,0,0.010809939,0.05
0,0,0,0.012604972,0.05
0,0,0,0.013257926,0.05
0,0,0,0.008959251,0.05
0,0,0,0.008577694,0.05
0,0,0,0.012309136,0.05
0,0,0,0.013822488,0.05
0,0,0,0.009978656,0.05
0,0,0,0.009824339,0.05
0,0,0,0.016931351,0.05
0,0,0,0.011963302,0.05
0,0,0,0.016093287,0.05
0,0,0,0.014799811,0.05
0,0,0,0.017651807,0.05
0,0,0,0.014065281,0.05
0,0,0,0.010858679,0.05
0,0,0,0.011492089,0.05
0,0,0,0.015164386,0.05
0,0,0,0.010328743,0.05
0,0,0,0.009834799,0.05
0,0,0,0.015657837,0.05
0,0,0,0.008469217,0.05
0,0,0,0.010728614,0.05
0,0,0,0.013324675,0.05
0,0,0,0.011834012,0.05
0,0,0,0.007794706,0.05
0,0,0,0.013032837,0.05
0,0,0,0.009115481,0.05
0,0,0,0.008109878,0.05
0,0,0,0.008109878,0.05
0,0,0,0.014593466,0.05
0,0,0,0.011323498,0.05
0,0,0,0.015579385,0.05
0,0,0,0.012620618,0.05
0,0,0,0.009993479,0.05
0,0,0,0.010455383,0.05
0,0,0,0.008776488,0.05
0,0,0,0.011958673,0.05
0,0,0,0.013914284,0.05
0,0,0,0.015448467,0.05
0,0,0,0.010774218,0.05
0,0,0,0.01237042,0.05
0,0,0,0.014540719,0.05
0,0,0,0.017127115,0.05
0,0,0,0.016832999,0.05
0,0,0,0.009179232,0.05
0,0,0,0.007834793,0.05
0,0,0,0.011267193,0.05
0,0,0,0.011603159,0.05
0,0,0,0.013067294,0.05
0,0,0,0.011485056,0.05
0,0,0,0.009733986,0.05
0,0,0,0.012296844,0.05
0,0,0,0.010823526,0.05
0,0,0,0.01154801,0.05
0,0,0,0.016427573,0.05
0,0,0,0.015274009,0.05
0,0,0,0.012449907,0.05
0,0,0,0.000228121,0.000234792
0,0,0,0.000345298,0.000234792
0,0,0,4.45E-05,0.000345298
0,0,0,0.000324245,0.000345298
0,0,0,0.000158271,0.000345298
0,0,0,0.000397893,0.000345298
0,0,0,0.000331467,0.000397893
0,0,0,0.000216808,0.000397893
0,0,0,0.000238725,0.000397893
0,0,0,0.000217973,0.000397893
0,0,0,0.000226626,0.000397893
0,0,0,0.000268035,0.000397893
0,0,0,0.000148905,0.000397893
0,0,0,0.000167457,0.000397893
0,0,0,0.000304656,0.000397893
0,0,0,9.99E-05,0.000397893
0,0,0,0.000155975,0.000397893
0,0,0,0.000245498,0.000397893
0,0,0,0.000227687,0.000397893
0,0,0,0.000226134,0.000397893
0,0,0,0.000155456,0.000397893
0,0,0,0.000185173,0.000397893
0,0,0,0.00027156,0.000397893
0,0,0,0.000216206,0.000397893
0,0,0,0.000115379,0.000397893
0,0,0,0.000246005,0.000397893
0,0,0,0.000115097,0.000397893
0,0,0,0.000228461,0.000397893
0,0,0,0.000174972,0.000397893
0,0,0,0.000243885,0.000397893
0,0,0,0.000291664,0.000397893
0,0,0,0.000319499,0.000397893
0,0,0,0.000316532,0.000397893
0,0,0,0.000383238,0.000397893
0,0,0,0.000177208,0.000397893
0,0,0,0.000416804,0.000397893
0,0,0,0.000186716,0.000416804
0,0,0,0.000187072,0.000416804
0,0,0,0.000284906,0.000416804
0,0,0,0.00028178,0.000416804
0,0,0,0.000217634,0.000416804
0,0,0,0.000302519,0.000416804
0,0,0,0.000153677,0.000416804
0,0,0,0.000281586,0.000416804
0,0,0,6.84E-05,0.000416804
0,0,0,0.000279081,0.000416804
0,0,0,0.000114727,0.000416804
0,0,0,0.000275722,0.000416804
0,0,0,0.000204871,0.000416804
0,0,0,0.000175251,0.000416804
0,0,0,0.000177166,0.000416804
0,0,0,0.000216827,0.000416804
0,0,0,0.000420791,0.000416804
0,0,0,0.000257999,0.000420791
0,0,0,0.000283433,0.000420791
0,0,0,0.000247973,0.000420791
0,0,0,0.000121638,0.000420791
0,0,0,0.000114826,0.000420791
0,0,0,0.000166688,0.000420791
0,0,0,0.00010696,0.000420791
0,0,0,0.00033542,0.000420791
0,0,0,0.000206528,0.000420791
0,0,0,0.000420117,0.000420791
0,0,0,0.000321562,0.000420791
0,0,0,0.000259092,0.000420791
0,0,0,0.000140225,0.000420791
0,0,0,0.000425682,0.000420791
0,0,0,0.000185559,0.000425682
0,0,0,0.00014882,0.000425682
0,0,0,0.000232886,0.000425682
0,0,0,0.000214725,0.000425682
0,0,0,0.000187424,0.000425682
0,0,0,0.000221561,0.000425682
0,0,0,0.00030148,0.000425682
0,0,0,0.000347609,0.000425682
0,0,0,9.90E-05,0.000425682
0,0,0,0.000157918,0.000425682
0,0,0,0.000347269,0.000425682
0,0,0,0.000355581,0.000425682
0,0,0,0.000217918,0.000425682
0,0,0,0.000167884,0.000425682
0,0,0,0.000367775,0.000425682
0,0,0,0.00026523,0.000425682
0,0,0,6.52E-05,0.000425682
0,0,0,0.000176984,0.000425682
0,0,0,0.000416206,0.000425682
0,0,0,0.000301724,0.000425682
0,0,0,0.00035715,0.000425682
0,0,0,0.00040448,0.000425682
0,0,0,0.000229227,0.000425682
0,0,0,0.000493106,0.000425682
0,0,0,0.000197281,0.000493106
0,0,0,0.000280159,0.000493106
0,0,0,0.000218346,0.000493106
0,0,0,0.000140127,0.000493106
0,0,0,0.00036155,0.000493106
0,0,0,0.000187169,0.000493106
0,0,0,0.000259201,0.000493106
0,0,0,0.000328126,0.000493106
0,0,0,0.000246969,0.000493106
0,0,0,0.000259628,0.000493106
0,0,0,0.000342374,0.000493106
0,0,0,0.000309716,0.000493106
0,0,0,9.27E-05,0.000493106
0,0,0,0.000140114,0.000493106
0,0,0,0.000204345,0.000493106
0,0,0,0.000208882,0.000493106
0,0,0,0.0003197,0.000493106
0,0,0,0.000389255,0.000493106
0,0,0,0.000154891,0.000493106
0,0,0,9.90E-05,0.000493106
0,0,0,0.000233118,0.000493106
0,0,0,0.000149052,0.000493106
0,0,0,0.000292887,0.000493106
0,0,0,0.000253279,0.000493106
0,0,0,0.000225054,0.000493106
0,0,0,0.000310077,0.000493106
0,0,0,0.000403181,0.000493106
0,0,0,0.000343661,0.000493106
0,0,0,0.000148241,0.000493106
0,0,0,0.000140178,0.000493106
0,0,0,0.000352182,0.000493106
0,0,0,0.000205368,0.000493106
0,0,0,0.000243424,0.000493106
0,0,0,0.000369559,0.000493106
0,0,0,0.000215111,0.000493106
0,0,0,0.000149215,0.000493106
0,0,0,0.000247689,0.000493106
0,0,0,0.000255568,0.000493106
0,0,0,0.000228025,0.000493106
0,0,0,0.000167657,0.000493106
0,0,0,0.000380538,0.000493106
0,0,0,0.000300658,0.000493106
0,0,0,0.000166788,0.000493106
0,0,0,0.000205617,0.000493106
0,0,0,0.00022475,0.000493106
0,0,0,0.000228309,0.000493106
0,0,0,0.000214197,0.000493106
0,0,0,0.000422401,0.000493106
0,0,0,0.000165755,0.000493106
0,0,0,0.000248959,0.000493106
0,0,0,0.000260345,0.000493106
0,0,0,0.000237109,0.000493106
0,0,0,0.000149038,0.000493106
0,0,0,0.000235374,0.000493106
0,0,0,0.000139357,0.000493106
0,0,0,0.000131771,0.000493106
0,0,0,0.000158083,0.000493106
0,0,0,7.60E-05,0.000493106
0,0,0,0.000300485,0.000493106
0,0,0,0.000193988,0.000493106
0,0,0,0.000177169,0.000493106
0,0,0,0.000216051,0.000493106
0,0,0,0.000328009,0.000493106
0,0,0,0.000281686,0.000493106
0,0,0,0.000283125,0.000493106
0,0,0,0.00030843,0.000493106
0,0,0,0.000289895,0.000493106
0,0,0,0.000214111,0.000493106
0,0,0,0.000278722,0.000493106
0,0,0,0.000314936,0.000493106
0,0,0,0.000231949,0.000493106
0,0,0,0.000349745,0.000493106
0,0,0,0.000333704,0.000493106
0,0,0,0.000131766,0.000493106
0,0,0,0.000195501,0.000493106
0,0,0,0.000407059,0.000493106
0,0,0,0.000257606,0.000493106
0,0,0,0.000109386,0.000493106
0,0,0,0.000149206,0.000493106
0,0,0,0.000195103,0.000493106
0,0,0,9.16E-05,0.000493106
0,0,0,0.000217075,0.000493106
0,0,0,0.000350932,0.000493106
0,0,0,0.00034575,0.000493106
0,0,0,9.87E-05,0.000493106
0,0,0,0.000240849,0.000493106
0,0,0,0.000140247,0.000493106
0,0,0,0.000273567,0.000493106
0,0,0,0.00025019,0.000493106
0,0,0,0.000140276,0.000493106
0,0,0,0.000227017,0.000493106
0,0,0,0.000215754,0.000493106
0,0,0,0.000114633,0.000493106
0,0,0,0.000123053,0.000493106
0,0,0,0.000269306,0.000493106
0,0,0,0.000283256,0.000493106
0,0,0,0.000131559,0.000493106
0,0,0,8.62E-05,0.000493106
0,0,0,0.000362206,0.000493106
0,0,0,0.000184561,0.000493106
0,0,0,0.000195058,0.000493106
0,0,0,7.46E-05,0.000493106
0,0,0,0.000246599,0.000493106
0,0,0,0.000157562,0.000493106
0,0,0,0.000294988,0.000493106
0,0,0,0.000254894,0.000493106
0,0,0,0.000135137,0.000493106
0,0,0,0.000206654,0.000493106
0,0,0,0.000225752,0.000493106
0,0,0,0.000226732,0.000493106
0,0,0,0.000187361,0.000493106
0,0,0,0.000226037,0.000493106
0,0,0,0.000372138,0.000493106
0,0,0,0.000264998,0.000493106
0,0,0,0.000177279,0.000493106
0,0,0,0.00030694,0.000493106
0,0,0,0.000378157,0.000493106
0,0,0,0.000100147,0.000493106
0,0,0,0.000277605,0.000493106
0,0,0,0.000197153,0.000493106
0,0,0,0.000243213,0.000493106
0,0,0,0.00023819,0.000493106
0,0,0,0.00023757,0.000493106
0,0,0,0.000167507,0.000493106
0,0,0,0.000428699,0.000493106
0,0,0,0.000196374,0.000493106
0,0,0,0.000167034,0.000493106
0,0,0,0.000216328,0.000493106
0,0,0,0.000258098,0.000493106
0,0,0,9.20E-05,0.000493106
0,0,0,0.000383594,0.000493106
0,0,0,0.000233439,0.000493106
0,0,0,0.00027296,0.000493106
0,0,0,0.000221113,0.000493106
0,0,0,0.000246346,0.000493106
0,0,0,0.000203216,0.000493106
0,0,0,0.000304247,0.000493106
0,0,0,0.000217468,0.000493106
0,0,0,0.000326826,0.000493106
0,0,0,0.000140143,0.000493106
0,0,0,0.000214584,0.000493106
0,0,0,0.000217049,0.000493106
0,0,0,0.00027135,0.000493106
0,0,0,9.75E-05,0.000493106
0,0,0,0.000238703,0.000493106
0,0,0,5.50E-05,0.000493106
0,0,0,0.000370888,0.000493106
0,0,0,0.000295078,0.000493106
0,0,0,0.000167254,0.000493106
0,0,0,0.000199279,0.000493106
0,0,0,0.000185153,0.000493106
0,0,0,0.000197118,0.000493106
0,0,0,0.000256993,0.000493106
0,0,0,0.000207199,0.000493106
0,0,0,0.000327961,0.000493106
0,0,0,0.000249677,0.000493106
0,0,0,9.90E-05,0.000493106
0,0,0,0.000123029,0.000493106
0,0,0,0.000175953,0.000493106
0,0,0,0.000334475,0.000493106
0,0,0,0.000239351,0.000493106
0,0,0,0.000140234,0.000493106
0,0,0,0.000345943,0.000493106
0,0,0,0.000167871,0.000493106
0,0,0,0.000283209,0.000493106
0,0,0,0.000139285,0.000493106
0,0,0,0.000117587,0.000493106
0,0,0,0.000310321,0.000493106
0,0,0,0.000235909,0.000493106
0,0,0,0.00018065,0.000493106
0,0,0,0.000241116,0.000493106
0,0,0,0.000400275,0.000493106
0,0,0,0.000203041,0.000493106
0,0,0,0.000237604,0.000493106
0,0,0,0.000207159,0.000493106
0,0,0,0.000473646,0.000493106
0,0,0,0.000300466,0.000493106
0,0,0,0.000272286,0.000493106
0,0,0,0.000195485,0.000493106
0,0,0,0.000294531,0.000493106
0,0,0,0.000311233,0.000493106
0,0,0,0.000468704,0.000493106
0,0,0,0.000269414,0.000493106
0,0,0,0.000158418,0.000493106
0,0,0,0.000261687,0.000493106
0,0,0,0.000205771,0.000493106
0,0,0,0.000313135,0.000493106
0,0,0,0.000149125,0.000493106
0,0,0,0.000227163,0.000493106
0,0,0,0.00026125,0.000493106
0,0,0,0.000352839,0.000493106
0,0,0,0.000246819,0.000493106
0,0,0,0.000289425,0.000493106
0,0,0,0.000183532,0.000493106
0,0,0,0.000148988,0.000493106
0,0,0,0.0001404,0.000493106
0,0,0,0.000149076,0.000493106
0,0,0,0.000226543,0.000493106
0,0,0,0.000149139,0.000493106
0,0,0,0.000270277,0.000493106
0,0,0,0.000255141,0.000493106
0,0,0,0.000226357,0.000493106
0,0,0,0.000207205,0.000493106
0,0,0,0.000279046,0.000493106
0,0,0,0.000386731,0.000493106
0,0,0,0.000249269,0.000493106
0,0,0,0.000206424,0.000493106
0,0,0,0.000329336,0.000493106
0,0,0,0.000331183,0.000493106
0,0,0,0.000228925,0.000493106
0,0,0,0.000238672,0.000493106
0,0,0,0.000271196,0.000493106
0,0,0,0.000176632,0.000493106
0,0,0,0.000262086,0.000493106
0,0,0,0.000280672,0.000493106
0,0,0,0.000305019,0.000493106
0,0,0,0.000158446,0.000493106
0,0,0,0.000254752,0.000493106
0,0,0,0.000313614,0.000493106
0,0,0,0.000128678,0.000493106
0,0,0,0.00028939,0.000493106
0,0,0,0.000175902,0.000493106
0,0,0,0.00018438,0.000493106
0,0,0,0.000204282,0.000493106
0,0,0,0.000123542,0.000493106
0,0,0,0.000186699,0.000493106
0,0,0,0.0002226,0.000493106
0,0,0,0.00023854,0.000493106
0,0,0,0.000131593,0.000493106
0,0,0,0.00032452,0.000493106
0,0,0,0.000114956,0.000493106
0,0,0,0.00014871,0.000493106
0,0,0,0.000309136,0.000493106
0,0,0,0.000317602,0.000493106
0,0,0,0.000270866,0.000493106
0,0,0,0.000148529,0.000493106
0,0,0,0.000259616,0.000493106
0,0,0,0.000122607,0.000493106
0,0,0,0.000158285,0.000493106
0,0,0,0.000292524,0.000493106
0,0,0,0.000218188,0.000493106
0,0,0,0.000318947,0.000493106
0,0,0,0.000329322,0.000493106
0,0,0,0.000265114,0.000493106
0,0,0,0.000323198,0.000493106
0,0,0,0.000176907,0.000493106
0,0,0,0.000377151,0.000493106
0,0,0,0.000238464,0.000493106
0,0,0,0.000441873,0.000493106
0,0,0,0.000134497,0.000493106
0,0,0,0.000149127,0.000493106
0,0,0,0.000237956,0.000493106
0,0,0,0.000226214,0.000493106
0,0,0,0.000237412,0.000493106
0,0,0,0.000278579,0.000493106
0,0,0,0.000409996,0.000493106
0,0,0,0.000363622,0.000493106
0,0,0,0.000224665,0.000493106
0,0,0,0.000232579,0.000493106
0,0,0,0.000258792,0.000493106
0,0,0,0.00023634,0.000493106
0,0,0,0.000263243,0.000493106
0,0,0,0.000149314,0.000493106
0,0,0,0.000129332,0.000493106
0,0,0,0.000276702,0.000493106
0,0,0,0.000206913,0.000493106
0,0,0,0.000300879,0.000493106
0,0,0,0.000115356,0.000493106
0,0,0,0.000376804,0.000493106
0,0,0,0.000289668,0.000493106
0,0,0,0.000330658,0.000493106
0,0,0,0.000183553,0.000493106
0,0,0,0.000186107,0.000493106
0,0,0,0.000158262,0.000493106
0,0,0,0.000316781,0.000493106
0,0,0,0.000184956,0.000493106
0,0,0,0.000106856,0.000493106
0,0,0,5.16E-05,0.000493106
0,0,0,0.000203398,0.000493106
0,0,0,0.000203398,0.000493106
0,0,0,0.000250787,0.000493106
0,0,0,0.000257139,0.000493106
0,0,0,0.000245708,0.000493106
0,0,0,0.000291474,0.000493106
0,0,0,0.000250614,0.000493106
0,0,0,0.000279649,0.000493106
0,0,0,0.000158331,0.000493106
0,0,0,0.000347482,0.000493106
0,0,0,0.000246156,0.000493106
0,0,0,0.000283131,0.000493106
0,0,0,9.22E-05,0.000493106
0,0,0,0.000228391,0.000493106
0,0,0,0.000305066,0.000493106
0,0,0,0.000140334,0.000493106
0,0,0,0.000334946,0.000493106
0,0,0,0.000280652,0.000493106
0,0,0,0.000123346,0.000493106
0,0,0,0.00022658,0.000493106
0,0,0,0.000387337,0.000493106
0,0,0,0.000314396,0.000493106
0,0,0,0.000205967,0.000493106
0,0,0,0.000114686,0.000493106
0,0,0,0.000174981,0.000493106
0,0,0,0.000207813,0.000493106
0,0,0,0.000383548,0.000493106
0,0,0,0.000214967,0.000493106
0,0,0,0.000123289,0.000493106
0,0,0,0.000139856,0.000493106
0,0,0,0.000344624,0.000493106
0,0,0,0.000123332,0.000493106
0,0,0,0.000238221,0.000493106
0,0,0,0.00019725,0.000493106
0,0,0,0.000307121,0.000493106
0,0,0,0.000227782,0.000493106
0,0,0,0.000137691,0.000493106
0,0,0,0.000167689,0.000493106
0,0,0,0.000216657,0.000493106
0,0,0,0.000105962,0.000493106
0,0,0,0.000206199,0.000493106
0,0,0,0.000156944,0.000493106
0,0,0,0.000255018,0.000493106
0,0,0,0.000243966,0.000493106
0,0,0,0.000175899,0.000493106
0,0,0,0.000361315,0.000493106
0,0,0,0.000121649,0.000493106
0,0,0,0.000386482,0.000493106
0,0,0,0.000354812,0.000493106
0,0,0,0.000177019,0.000493106
0,0,0,0.000312574,0.000493106
0,0,0,0.00026696,0.000493106
0,0,0,0.000185601,0.000493106
0,0,0,0.00026476,0.000493106
0,0,0,0.00014869,0.000493106
0,0,0,0.000151388,0.000493106
0,0,0,0.000257761,0.000493106
0,0,0,0.00015739,0.000493106
0,0,0,0.000416532,0.000493106
0,0,0,0.000167419,0.000493106
0,0,0,0.000404296,0.000493106
0,0,0,0.000301161,0.000493106
0,0,0,0.000360579,0.000493106
0,0,0,0.000206852,0.000493106
0,0,0,0.000138687,0.000493106
0,0,0,0.000140015,0.000493106
0,0,0,0.0003854,0.000493106
0,0,0,0.00038212,0.000493106
0,0,0,0.000123187,0.000493106
0,0,0,0.000460722,0.000493106
0,0,0,0.000285191,0.000493106
0,0,0,0.000131974,0.000493106
0,0,0,0.000166383,0.000493106
0,0,0,0.000149168,0.000493106
0,0,0,0.000225877,0.000493106
0,0,0,0.000259276,0.000493106
0,0,0,0.000185891,0.000493106
0,0,0,0.000298595,0.000493106
0,0,0,0.000407449,0.000493106
0,0,0,6.48E-05,0.000493106
0,0,0,0.000167215,0.000493106
0,0,0,0.000403513,0.000493106
0,0,0,0.00034805,0.000493106
0,0,0,0.000114708,0.000493106
0,0,0,0.000237556,0.000493106
0,0,0,0.000250632,0.000493106
0,0,0,0.000346763,0.000493106
0,0,0,0.00014002,0.000493106
0,0,0,0.000157659,0.000493106
0,0,0,0.000291722,0.000493106
0,0,0,0.000269867,0.000493106
0,0,0,0.000237869,0.000493106
0,0,0,0.000185731,0.000493106
0,0,0,0.000197399,0.000493106
0,0,0,0.000296328,0.000493106
0,0,0,0.000279656,0.000493106
0,0,0,0.00025612,0.000493106
0,0,0,0.00034368,0.000493106
0,0,0,0.000326025,0.000493106
0,0,0,2.84E-05,0.000493106
0,0,0,0.000152334,0.000493106
0,0,0,0.000266731,0.000493106
0,0,0,0.000293768,0.000493106
0,0,0,0.000370002,0.000493106
0,0,0,0.000280292,0.000493106
0,0,0,0.000205487,0.000493106
0,0,0,0.000270385,0.000493106
0,0,0,0.000216285,0.000493106
0,0,0,0.000269662,0.000493106
0,0,0,0.000251939,0.000493106
0,0,0,0.000123115,0.000493106
0,0,0,7.16E-05,0.000493106
0,0,0,0.000185231,0.000493106
0,0,0,0.000157422,0.000493106
0,0,0,0.0002388,0.000493106
0,0,0,0.000255869,0.000493106
0,0,0,0.000149192,0.000493106
0,0,0,0.000238577,0.000493106
0,0,0,0.000223725,0.000493106
0,0,0,0.000227351,0.000493106
0,0,0,0.000310667,0.000493106
0,0,0,0.000101002,0.000493106
0,0,0,0.000299495,0.000493106
0,0,0,7.90E-05,0.000493106
0,0,0,0.000247581,0.000493106
0,0,0,0.000111519,0.000493106
0,0,0,0.000426095,0.000493106
0,0,0,0.000140378,0.000493106
0,0,0,0.000187337,0.000493106
0,0,0,0.000321233,0.000493106
0,0,0,0.000209473,0.000493106
0,0,0,0.000225759,0.000493106
0,0,0,0.000246952,0.000493106
0,0,0,0.0002521,0.000493106
0,0,0,9.28E-05,0.000493106
0,0,0,0.000226545,0.000493106
0,0,0,0.000213562,0.000493106
0,0,0,0.000239258,0.000493106
0,0,0,0.000321038,0.000493106
0,0,0,0.000185246,0.000493106
0,0,0,0.000186047,0.000493106
0,0,0,0.000224686,0.000493106
0,0,0,0.000336164,0.000493106
0,0,0,0.000149165,0.000493106
0,0,0,0.000215823,0.000493106
0,0,0,0.000173037,0.000493106
0,0,0,0.000331931,0.000493106
0,0,0,0.000186934,0.000493106
0,0,0,0.000175936,0.000493106
0,0,0,0.000305855,0.000493106
0,0,0,0.000225692,0.000493106
0,0,0,0.000106841,0.000493106
0,0,0,9.26E-05,0.000493106
0,0,0,0.000139204,0.000493106
0,0,0,0.000194508,0.000493106
0,0,0,9.56E-05,0.000493106
0,0,0,0.000175127,0.000493106
0,0,0,0.000291344,0.000493106
0,0,0,0.000266366,0.000493106
0,0,0,0.000311843,0.000493106
0,0,0,0.000398056,0.000493106
0,0,0,0.000233078,0.000493106
0,0,0,0.000281937,0.000493106
0,0,0,0.000196827,0.000493106
0,0,0,0.000268562,0.000493106
0,0,0,0.000352971,0.000493106
0,0,0,0.000148779,0.000493106
0,0,0,0.000333087,0.000493106
0,0,0,0.000167524,0.000493106
0,0,0,0.000224805,0.000493106
0,0,0,0.00011543,0.000493106
0,0,0,0.000167679,0.000493106
0,0,0,0.000440404,0.000493106
0,0,0,9.41E-05,0.000493106
0,0,0,0.00030988,0.000493106
0,0,0,0.00024973,0.000493106
0,0,0,0.000238908,0.000493106
0,0,0,0.000226575,0.000493106
0,0,0,0.000176845,0.000493106
0,0,0,0.000175839,0.000493106
0,0,0,0.000208953,0.000493106
0,0,0,0.000186451,0.000493106
0,0,0,0.000304068,0.000493106
0,0,0,0.000237906,0.000493106
0,0,0,0.000325892,0.000493106
0,0,0,0.00024714,0.000493106
0,0,0,0.000142942,0.000493106
0,0,0,0.000131702,0.000493106
0,0,0,0.000356938,0.000493106
0,0,0,0.000166634,0.000493106
0,0,0,0.000377708,0.000493106
